split,window_idx,date
train,1248,2015-12-29
train,1249,2015-12-30
train,1250,2015-12-31
train,1251,2016-01-04
train,1252,2016-01-05
train,1253,2016-01-06
train,1254,2016-01-07
train,1255,2016-01-08
train,1256,2016-01-11
train,1257,2016-01-12
train,1258,2016-01-13
train,1259,2016-01-14
train,1260,2016-01-15
train,1261,2016-01-19
train,1262,2016-01-20
train,1263,2016-01-21
train,1264,2016-01-22
train,1265,2016-01-25
train,1266,2016-01-26
train,1267,2016-01-27
train,1268,2016-01-28
train,1269,2016-01-29
train,1270,2016-02-01
train,1271,2016-02-02
train,1272,2016-02-03
train,1273,2016-02-04
train,1274,2016-02-05
train,1275,2016-02-08
train,1276,2016-02-09
train,1277,2016-02-10
train,1278,2016-02-11
train,1279,2016-02-12
train,1280,2016-02-16
train,1281,2016-02-17
train,1282,2016-02-18
train,1283,2016-02-19
train,1284,2016-02-22
train,1285,2016-02-23
train,1286,2016-02-24
train,1287,2016-02-25
train,1288,2016-02-26
train,1289,2016-02-29
train,1290,2016-03-01
train,1291,2016-03-02
train,1292,2016-03-03
train,1293,2016-03-04
train,1294,2016-03-07
train,1295,2016-03-08
train,1296,2016-03-09
train,1297,2016-03-10
train,1298,2016-03-11
train,1299,2016-03-14
train,1300,2016-03-15
train,1301,2016-03-16
train,1302,2016-03-17
train,1303,2016-03-18
train,1304,2016-03-21
train,1305,2016-03-22
train,1306,2016-03-23
train,1307,2016-03-24
train,1308,2016-03-28
train,1309,2016-03-29
train,1310,2016-03-30
train,1311,2016-03-31
train,1312,2016-04-01
train,1313,2016-04-04
train,1314,2016-04-05
train,1315,2016-04-06
train,1316,2016-04-07
train,1317,2016-04-08
train,1318,2016-04-11
train,1319,2016-04-12
train,1320,2016-04-13
train,1321,2016-04-14
train,1322,2016-04-15
train,1323,2016-04-18
train,1324,2016-04-19
train,1325,2016-04-20
train,1326,2016-04-21
train,1327,2016-04-22
train,1328,2016-04-25
train,1329,2016-04-26
train,1330,2016-04-27
train,1331,2016-04-28
train,1332,2016-04-29
train,1333,2016-05-02
train,1334,2016-05-03
train,1335,2016-05-04
train,1336,2016-05-05
train,1337,2016-05-06
train,1338,2016-05-09
train,1339,2016-05-10
train,1340,2016-05-11
train,1341,2016-05-12
train,1342,2016-05-13
train,1343,2016-05-16
train,1344,2016-05-17
train,1345,2016-05-18
train,1346,2016-05-19
train,1347,2016-05-20
train,1348,2016-05-23
train,1349,2016-05-24
train,1350,2016-05-25
train,1351,2016-05-26
train,1352,2016-05-27
train,1353,2016-05-31
train,1354,2016-06-01
train,1355,2016-06-02
train,1356,2016-06-03
train,1357,2016-06-06
train,1358,2016-06-07
train,1359,2016-06-08
train,1360,2016-06-09
train,1361,2016-06-10
train,1362,2016-06-13
train,1363,2016-06-14
train,1364,2016-06-15
train,1365,2016-06-16
train,1366,2016-06-17
train,1367,2016-06-20
train,1368,2016-06-21
train,1369,2016-06-22
train,1370,2016-06-23
train,1371,2016-06-24
train,1372,2016-06-27
train,1373,2016-06-28
train,1374,2016-06-29
train,1375,2016-06-30
train,1376,2016-07-01
train,1377,2016-07-05
train,1378,2016-07-06
train,1379,2016-07-07
train,1380,2016-07-08
train,1381,2016-07-11
train,1382,2016-07-12
train,1383,2016-07-13
train,1384,2016-07-14
train,1385,2016-07-15
train,1386,2016-07-18
train,1387,2016-07-19
train,1388,2016-07-20
train,1389,2016-07-21
train,1390,2016-07-22
train,1391,2016-07-25
train,1392,2016-07-26
train,1393,2016-07-27
train,1394,2016-07-28
train,1395,2016-07-29
train,1396,2016-08-01
train,1397,2016-08-02
train,1398,2016-08-03
train,1399,2016-08-04
train,1400,2016-08-05
train,1401,2016-08-08
train,1402,2016-08-09
train,1403,2016-08-10
train,1404,2016-08-11
train,1405,2016-08-12
train,1406,2016-08-15
train,1407,2016-08-16
train,1408,2016-08-17
train,1409,2016-08-18
train,1410,2016-08-19
train,1411,2016-08-22
train,1412,2016-08-23
train,1413,2016-08-24
train,1414,2016-08-25
train,1415,2016-08-26
train,1416,2016-08-29
train,1417,2016-08-30
train,1418,2016-08-31
train,1419,2016-09-01
train,1420,2016-09-02
train,1421,2016-09-06
train,1422,2016-09-07
train,1423,2016-09-08
train,1424,2016-09-09
train,1425,2016-09-12
train,1426,2016-09-13
train,1427,2016-09-14
train,1428,2016-09-15
train,1429,2016-09-16
train,1430,2016-09-19
train,1431,2016-09-20
train,1432,2016-09-21
train,1433,2016-09-22
train,1434,2016-09-23
train,1435,2016-09-26
train,1436,2016-09-27
train,1437,2016-09-28
train,1438,2016-09-29
train,1439,2016-09-30
train,1440,2016-10-03
train,1441,2016-10-04
train,1442,2016-10-05
train,1443,2016-10-06
train,1444,2016-10-07
train,1445,2016-10-10
train,1446,2016-10-11
train,1447,2016-10-12
train,1448,2016-10-13
train,1449,2016-10-14
train,1450,2016-10-17
train,1451,2016-10-18
train,1452,2016-10-19
train,1453,2016-10-20
train,1454,2016-10-21
train,1455,2016-10-24
train,1456,2016-10-25
train,1457,2016-10-26
train,1458,2016-10-27
train,1459,2016-10-28
train,1460,2016-10-31
train,1461,2016-11-01
train,1462,2016-11-02
train,1463,2016-11-03
train,1464,2016-11-04
train,1465,2016-11-07
train,1466,2016-11-08
train,1467,2016-11-09
train,1468,2016-11-10
train,1469,2016-11-11
train,1470,2016-11-14
train,1471,2016-11-15
train,1472,2016-11-16
train,1473,2016-11-17
train,1474,2016-11-18
train,1475,2016-11-21
train,1476,2016-11-22
train,1477,2016-11-23
train,1478,2016-11-25
train,1479,2016-11-28
train,1480,2016-11-29
train,1481,2016-11-30
train,1482,2016-12-01
train,1483,2016-12-02
train,1484,2016-12-05
train,1485,2016-12-06
train,1486,2016-12-07
train,1487,2016-12-08
train,1488,2016-12-09
train,1489,2016-12-12
train,1490,2016-12-13
train,1491,2016-12-14
train,1492,2016-12-15
train,1493,2016-12-16
train,1494,2016-12-19
train,1495,2016-12-20
train,1496,2016-12-21
train,1497,2016-12-22
train,1498,2016-12-23
train,1499,2016-12-27
train,1500,2016-12-28
train,1501,2016-12-29
train,1502,2016-12-30
train,1503,2017-01-03
train,1504,2017-01-04
train,1505,2017-01-05
train,1506,2017-01-06
train,1507,2017-01-09
train,1508,2017-01-10
train,1509,2017-01-11
train,1510,2017-01-12
train,1511,2017-01-13
train,1512,2017-01-17
train,1513,2017-01-18
train,1514,2017-01-19
train,1515,2017-01-20
train,1516,2017-01-23
train,1517,2017-01-24
train,1518,2017-01-25
train,1519,2017-01-26
train,1520,2017-01-27
train,1521,2017-01-30
train,1522,2017-01-31
train,1523,2017-02-01
train,1524,2017-02-02
train,1525,2017-02-03
train,1526,2017-02-06
train,1527,2017-02-07
train,1528,2017-02-08
train,1529,2017-02-09
train,1530,2017-02-10
train,1531,2017-02-13
train,1532,2017-02-14
train,1533,2017-02-15
train,1534,2017-02-16
train,1535,2017-02-17
train,1536,2017-02-21
train,1537,2017-02-22
train,1538,2017-02-23
train,1539,2017-02-24
train,1540,2017-02-27
train,1541,2017-02-28
train,1542,2017-03-01
train,1543,2017-03-02
train,1544,2017-03-03
train,1545,2017-03-06
train,1546,2017-03-07
train,1547,2017-03-08
train,1548,2017-03-09
train,1549,2017-03-10
train,1550,2017-03-13
train,1551,2017-03-14
train,1552,2017-03-15
train,1553,2017-03-16
train,1554,2017-03-17
train,1555,2017-03-20
train,1556,2017-03-21
train,1557,2017-03-22
train,1558,2017-03-23
train,1559,2017-03-24
train,1560,2017-03-27
train,1561,2017-03-28
train,1562,2017-03-29
train,1563,2017-03-30
train,1564,2017-03-31
train,1565,2017-04-03
train,1566,2017-04-04
train,1567,2017-04-05
train,1568,2017-04-06
train,1569,2017-04-07
train,1570,2017-04-10
train,1571,2017-04-11
train,1572,2017-04-12
train,1573,2017-04-13
train,1574,2017-04-17
train,1575,2017-04-18
train,1576,2017-04-19
train,1577,2017-04-20
train,1578,2017-04-21
train,1579,2017-04-24
train,1580,2017-04-25
train,1581,2017-04-26
train,1582,2017-04-27
train,1583,2017-04-28
train,1584,2017-05-01
train,1585,2017-05-02
train,1586,2017-05-03
train,1587,2017-05-04
train,1588,2017-05-05
train,1589,2017-05-08
train,1590,2017-05-09
train,1591,2017-05-10
train,1592,2017-05-11
train,1593,2017-05-12
train,1594,2017-05-15
train,1595,2017-05-16
train,1596,2017-05-17
train,1597,2017-05-18
train,1598,2017-05-19
train,1599,2017-05-22
train,1600,2017-05-23
train,1601,2017-05-24
train,1602,2017-05-25
train,1603,2017-05-26
train,1604,2017-05-30
train,1605,2017-05-31
train,1606,2017-06-01
train,1607,2017-06-02
train,1608,2017-06-05
train,1609,2017-06-06
train,1610,2017-06-07
train,1611,2017-06-08
train,1612,2017-06-09
train,1613,2017-06-12
train,1614,2017-06-13
train,1615,2017-06-14
train,1616,2017-06-15
train,1617,2017-06-16
train,1618,2017-06-19
train,1619,2017-06-20
train,1620,2017-06-21
train,1621,2017-06-22
train,1622,2017-06-23
train,1623,2017-06-26
train,1624,2017-06-27
train,1625,2017-06-28
train,1626,2017-06-29
train,1627,2017-06-30
train,1628,2017-07-03
train,1629,2017-07-05
train,1630,2017-07-06
train,1631,2017-07-07
train,1632,2017-07-10
train,1633,2017-07-11
train,1634,2017-07-12
train,1635,2017-07-13
train,1636,2017-07-14
train,1637,2017-07-17
train,1638,2017-07-18
train,1639,2017-07-19
train,1640,2017-07-20
train,1641,2017-07-21
train,1642,2017-07-24
train,1643,2017-07-25
train,1644,2017-07-26
train,1645,2017-07-27
train,1646,2017-07-28
train,1647,2017-07-31
train,1648,2017-08-01
train,1649,2017-08-02
train,1650,2017-08-03
train,1651,2017-08-04
train,1652,2017-08-07
train,1653,2017-08-08
train,1654,2017-08-09
train,1655,2017-08-10
train,1656,2017-08-11
train,1657,2017-08-14
train,1658,2017-08-15
train,1659,2017-08-16
train,1660,2017-08-17
train,1661,2017-08-18
train,1662,2017-08-21
train,1663,2017-08-22
train,1664,2017-08-23
train,1665,2017-08-24
train,1666,2017-08-25
train,1667,2017-08-28
train,1668,2017-08-29
train,1669,2017-08-30
train,1670,2017-08-31
train,1671,2017-09-01
train,1672,2017-09-05
train,1673,2017-09-06
train,1674,2017-09-07
train,1675,2017-09-08
train,1676,2017-09-11
train,1677,2017-09-12
train,1678,2017-09-13
train,1679,2017-09-14
train,1680,2017-09-15
train,1681,2017-09-18
train,1682,2017-09-19
train,1683,2017-09-20
train,1684,2017-09-21
train,1685,2017-09-22
train,1686,2017-09-25
train,1687,2017-09-26
train,1688,2017-09-27
train,1689,2017-09-28
train,1690,2017-09-29
train,1691,2017-10-02
train,1692,2017-10-03
train,1693,2017-10-04
train,1694,2017-10-05
train,1695,2017-10-06
train,1696,2017-10-09
train,1697,2017-10-10
train,1698,2017-10-11
train,1699,2017-10-12
train,1700,2017-10-13
train,1701,2017-10-16
train,1702,2017-10-17
train,1703,2017-10-18
train,1704,2017-10-19
train,1705,2017-10-20
train,1706,2017-10-23
train,1707,2017-10-24
train,1708,2017-10-25
train,1709,2017-10-26
train,1710,2017-10-27
train,1711,2017-10-30
train,1712,2017-10-31
train,1713,2017-11-01
train,1714,2017-11-02
train,1715,2017-11-03
train,1716,2017-11-06
train,1717,2017-11-07
train,1718,2017-11-08
train,1719,2017-11-09
train,1720,2017-11-10
train,1721,2017-11-13
train,1722,2017-11-14
train,1723,2017-11-15
train,1724,2017-11-16
train,1725,2017-11-17
train,1726,2017-11-20
train,1727,2017-11-21
train,1728,2017-11-22
train,1729,2017-11-24
train,1730,2017-11-27
train,1731,2017-11-28
train,1732,2017-11-29
train,1733,2017-11-30
train,1734,2017-12-01
train,1735,2017-12-04
train,1736,2017-12-05
train,1737,2017-12-06
train,1738,2017-12-07
train,1739,2017-12-08
train,1740,2017-12-11
train,1741,2017-12-12
train,1742,2017-12-13
train,1743,2017-12-14
train,1744,2017-12-15
train,1745,2017-12-18
train,1746,2017-12-19
train,1747,2017-12-20
train,1748,2017-12-21
train,1749,2017-12-22
train,1750,2017-12-26
train,1751,2017-12-27
train,1752,2017-12-28
train,1753,2017-12-29
train,1754,2018-01-02
train,1755,2018-01-03
train,1756,2018-01-04
train,1757,2018-01-05
train,1758,2018-01-08
train,1759,2018-01-09
train,1760,2018-01-10
train,1761,2018-01-11
train,1762,2018-01-12
train,1763,2018-01-16
train,1764,2018-01-17
train,1765,2018-01-18
train,1766,2018-01-19
train,1767,2018-01-22
train,1768,2018-01-23
train,1769,2018-01-24
train,1770,2018-01-25
train,1771,2018-01-26
train,1772,2018-01-29
train,1773,2018-01-30
train,1774,2018-01-31
train,1775,2018-02-01
train,1776,2018-02-02
train,1777,2018-02-05
train,1778,2018-02-06
train,1779,2018-02-07
train,1780,2018-02-08
train,1781,2018-02-09
train,1782,2018-02-12
train,1783,2018-02-13
train,1784,2018-02-14
train,1785,2018-02-15
train,1786,2018-02-16
train,1787,2018-02-20
train,1788,2018-02-21
train,1789,2018-02-22
train,1790,2018-02-23
train,1791,2018-02-26
train,1792,2018-02-27
train,1793,2018-02-28
train,1794,2018-03-01
train,1795,2018-03-02
train,1796,2018-03-05
train,1797,2018-03-06
train,1798,2018-03-07
train,1799,2018-03-08
train,1800,2018-03-09
train,1801,2018-03-12
train,1802,2018-03-13
train,1803,2018-03-14
train,1804,2018-03-15
train,1805,2018-03-16
train,1806,2018-03-19
train,1807,2018-03-20
train,1808,2018-03-21
train,1809,2018-03-22
train,1810,2018-03-23
train,1811,2018-03-26
train,1812,2018-03-27
train,1813,2018-03-28
train,1814,2018-03-29
train,1815,2018-04-02
train,1816,2018-04-03
train,1817,2018-04-04
train,1818,2018-04-05
train,1819,2018-04-06
train,1820,2018-04-09
train,1821,2018-04-10
train,1822,2018-04-11
train,1823,2018-04-12
train,1824,2018-04-13
train,1825,2018-04-16
train,1826,2018-04-17
train,1827,2018-04-18
train,1828,2018-04-19
train,1829,2018-04-20
train,1830,2018-04-23
train,1831,2018-04-24
train,1832,2018-04-25
train,1833,2018-04-26
train,1834,2018-04-27
train,1835,2018-04-30
train,1836,2018-05-01
train,1837,2018-05-02
train,1838,2018-05-03
train,1839,2018-05-04
train,1840,2018-05-07
train,1841,2018-05-08
train,1842,2018-05-09
train,1843,2018-05-10
train,1844,2018-05-11
train,1845,2018-05-14
train,1846,2018-05-15
train,1847,2018-05-16
train,1848,2018-05-17
train,1849,2018-05-18
train,1850,2018-05-21
train,1851,2018-05-22
train,1852,2018-05-23
train,1853,2018-05-24
train,1854,2018-05-25
train,1855,2018-05-29
train,1856,2018-05-30
train,1857,2018-05-31
train,1858,2018-06-01
train,1859,2018-06-04
train,1860,2018-06-05
train,1861,2018-06-06
train,1862,2018-06-07
train,1863,2018-06-08
train,1864,2018-06-11
train,1865,2018-06-12
train,1866,2018-06-13
train,1867,2018-06-14
train,1868,2018-06-15
train,1869,2018-06-18
train,1870,2018-06-19
train,1871,2018-06-20
train,1872,2018-06-21
train,1873,2018-06-22
train,1874,2018-06-25
train,1875,2018-06-26
train,1876,2018-06-27
train,1877,2018-06-28
train,1878,2018-06-29
train,1879,2018-07-02
train,1880,2018-07-03
train,1881,2018-07-05
train,1882,2018-07-06
train,1883,2018-07-09
train,1884,2018-07-10
train,1885,2018-07-11
train,1886,2018-07-12
train,1887,2018-07-13
train,1888,2018-07-16
train,1889,2018-07-17
train,1890,2018-07-18
train,1891,2018-07-19
train,1892,2018-07-20
train,1893,2018-07-23
train,1894,2018-07-24
train,1895,2018-07-25
train,1896,2018-07-26
train,1897,2018-07-27
train,1898,2018-07-30
train,1899,2018-07-31
train,1900,2018-08-01
train,1901,2018-08-02
train,1902,2018-08-03
train,1903,2018-08-06
train,1904,2018-08-07
train,1905,2018-08-08
train,1906,2018-08-09
train,1907,2018-08-10
train,1908,2018-08-13
train,1909,2018-08-14
train,1910,2018-08-15
train,1911,2018-08-16
train,1912,2018-08-17
train,1913,2018-08-20
train,1914,2018-08-21
train,1915,2018-08-22
train,1916,2018-08-23
train,1917,2018-08-24
train,1918,2018-08-27
train,1919,2018-08-28
train,1920,2018-08-29
train,1921,2018-08-30
train,1922,2018-08-31
train,1923,2018-09-04
train,1924,2018-09-05
train,1925,2018-09-06
train,1926,2018-09-07
train,1927,2018-09-10
train,1928,2018-09-11
train,1929,2018-09-12
train,1930,2018-09-13
train,1931,2018-09-14
train,1932,2018-09-17
train,1933,2018-09-18
train,1934,2018-09-19
train,1935,2018-09-20
train,1936,2018-09-21
train,1937,2018-09-24
train,1938,2018-09-25
train,1939,2018-09-26
train,1940,2018-09-27
train,1941,2018-09-28
train,1942,2018-10-01
train,1943,2018-10-02
train,1944,2018-10-03
train,1945,2018-10-04
train,1946,2018-10-05
train,1947,2018-10-08
train,1948,2018-10-09
train,1949,2018-10-10
train,1950,2018-10-11
train,1951,2018-10-12
train,1952,2018-10-15
train,1953,2018-10-16
train,1954,2018-10-17
train,1955,2018-10-18
train,1956,2018-10-19
train,1957,2018-10-22
train,1958,2018-10-23
train,1959,2018-10-24
train,1960,2018-10-25
train,1961,2018-10-26
train,1962,2018-10-29
train,1963,2018-10-30
train,1964,2018-10-31
train,1965,2018-11-01
train,1966,2018-11-02
train,1967,2018-11-05
train,1968,2018-11-06
train,1969,2018-11-07
train,1970,2018-11-08
train,1971,2018-11-09
train,1972,2018-11-12
train,1973,2018-11-13
train,1974,2018-11-14
train,1975,2018-11-15
train,1976,2018-11-16
train,1977,2018-11-19
train,1978,2018-11-20
train,1979,2018-11-21
train,1980,2018-11-23
train,1981,2018-11-26
train,1982,2018-11-27
train,1983,2018-11-28
train,1984,2018-11-29
train,1985,2018-11-30
train,1986,2018-12-03
train,1987,2018-12-04
train,1988,2018-12-06
train,1989,2018-12-07
train,1990,2018-12-10
train,1991,2018-12-11
train,1992,2018-12-12
train,1993,2018-12-13
train,1994,2018-12-14
train,1995,2018-12-17
train,1996,2018-12-18
train,1997,2018-12-19
train,1998,2018-12-20
train,1999,2018-12-21
train,2000,2018-12-24
train,2001,2018-12-26
train,2002,2018-12-27
train,2003,2018-12-28
val,0,2020-01-10
val,1,2020-01-13
val,2,2020-01-14
val,3,2020-01-15
val,4,2020-01-16
val,5,2020-01-17
val,6,2020-01-21
val,7,2020-01-22
val,8,2020-01-23
val,9,2020-01-24
val,10,2020-01-27
val,11,2020-01-28
val,12,2020-01-29
val,13,2020-01-30
val,14,2020-01-31
val,15,2020-02-03
val,16,2020-02-04
val,17,2020-02-05
val,18,2020-02-06
val,19,2020-02-07
val,20,2020-02-10
val,21,2020-02-11
val,22,2020-02-12
val,23,2020-02-13
val,24,2020-02-14
val,25,2020-02-18
val,26,2020-02-19
val,27,2020-02-20
val,28,2020-02-21
val,29,2020-02-24
val,30,2020-02-25
val,31,2020-02-26
val,32,2020-02-27
val,33,2020-02-28
val,34,2020-03-02
val,35,2020-03-03
val,36,2020-03-04
val,37,2020-03-05
val,38,2020-03-06
val,39,2020-03-09
val,40,2020-03-10
val,41,2020-03-11
val,42,2020-03-12
val,43,2020-03-13
val,44,2020-03-16
val,45,2020-03-17
val,46,2020-03-18
val,47,2020-03-19
val,48,2020-03-20
val,49,2020-03-23
val,50,2020-03-24
val,51,2020-03-25
val,52,2020-03-26
val,53,2020-03-27
val,54,2020-03-30
val,55,2020-03-31
val,56,2020-04-01
val,57,2020-04-02
val,58,2020-04-03
val,59,2020-04-06
val,60,2020-04-07
val,61,2020-04-08
val,62,2020-04-09
val,63,2020-04-13
val,64,2020-04-14
val,65,2020-04-15
val,66,2020-04-16
val,67,2020-04-17
val,68,2020-04-20
val,69,2020-04-21
val,70,2020-04-22
val,71,2020-04-23
val,72,2020-04-24
val,73,2020-04-27
val,74,2020-04-28
val,75,2020-04-29
val,76,2020-04-30
val,77,2020-05-01
val,78,2020-05-04
val,79,2020-05-05
val,80,2020-05-06
val,81,2020-05-07
val,82,2020-05-08
val,83,2020-05-11
val,84,2020-05-12
val,85,2020-05-13
val,86,2020-05-14
val,87,2020-05-15
val,88,2020-05-18
val,89,2020-05-19
val,90,2020-05-20
val,91,2020-05-21
val,92,2020-05-22
val,93,2020-05-26
val,94,2020-05-27
val,95,2020-05-28
val,96,2020-05-29
val,97,2020-06-01
val,98,2020-06-02
val,99,2020-06-03
val,100,2020-06-04
val,101,2020-06-05
val,102,2020-06-08
val,103,2020-06-09
val,104,2020-06-10
val,105,2020-06-11
val,106,2020-06-12
val,107,2020-06-15
val,108,2020-06-16
val,109,2020-06-17
val,110,2020-06-18
val,111,2020-06-19
val,112,2020-06-22
val,113,2020-06-23
val,114,2020-06-24
val,115,2020-06-25
val,116,2020-06-26
val,117,2020-06-29
val,118,2020-06-30
val,119,2020-07-01
val,120,2020-07-02
val,121,2020-07-06
val,122,2020-07-07
val,123,2020-07-08
val,124,2020-07-09
val,125,2020-07-10
val,126,2020-07-13
val,127,2020-07-14
val,128,2020-07-15
val,129,2020-07-16
val,130,2020-07-17
val,131,2020-07-20
val,132,2020-07-21
val,133,2020-07-22
val,134,2020-07-23
val,135,2020-07-24
val,136,2020-07-27
val,137,2020-07-28
val,138,2020-07-29
val,139,2020-07-30
val,140,2020-07-31
val,141,2020-08-03
val,142,2020-08-04
val,143,2020-08-05
val,144,2020-08-06
val,145,2020-08-07
val,146,2020-08-10
val,147,2020-08-11
val,148,2020-08-12
val,149,2020-08-13
val,150,2020-08-14
val,151,2020-08-17
val,152,2020-08-18
val,153,2020-08-19
val,154,2020-08-20
val,155,2020-08-21
val,156,2020-08-24
val,157,2020-08-25
val,158,2020-08-26
val,159,2020-08-27
val,160,2020-08-28
val,161,2020-08-31
val,162,2020-09-01
val,163,2020-09-02
val,164,2020-09-03
val,165,2020-09-04
val,166,2020-09-08
val,167,2020-09-09
val,168,2020-09-10
val,169,2020-09-11
val,170,2020-09-14
val,171,2020-09-15
val,172,2020-09-16
val,173,2020-09-17
val,174,2020-09-18
val,175,2020-09-21
val,176,2020-09-22
val,177,2020-09-23
val,178,2020-09-24
val,179,2020-09-25
val,180,2020-09-28
val,181,2020-09-29
val,182,2020-09-30
val,183,2020-10-01
val,184,2020-10-02
val,185,2020-10-05
val,186,2020-10-06
val,187,2020-10-07
val,188,2020-10-08
val,189,2020-10-09
val,190,2020-10-12
val,191,2020-10-13
val,192,2020-10-14
val,193,2020-10-15
val,194,2020-10-16
val,195,2020-10-19
val,196,2020-10-20
val,197,2020-10-21
val,198,2020-10-22
val,199,2020-10-23
val,200,2020-10-26
val,201,2020-10-27
val,202,2020-10-28
val,203,2020-10-29
val,204,2020-10-30
val,205,2020-11-02
val,206,2020-11-03
val,207,2020-11-04
val,208,2020-11-05
val,209,2020-11-06
val,210,2020-11-09
val,211,2020-11-10
val,212,2020-11-11
val,213,2020-11-12
val,214,2020-11-13
val,215,2020-11-16
val,216,2020-11-17
val,217,2020-11-18
val,218,2020-11-19
val,219,2020-11-20
val,220,2020-11-23
val,221,2020-11-24
val,222,2020-11-25
val,223,2020-11-27
val,224,2020-11-30
val,225,2020-12-01
val,226,2020-12-02
val,227,2020-12-03
val,228,2020-12-04
val,229,2020-12-07
val,230,2020-12-08
val,231,2020-12-09
val,232,2020-12-10
val,233,2020-12-11
val,234,2020-12-14
val,235,2020-12-15
val,236,2020-12-16
val,237,2020-12-17
val,238,2020-12-18
val,239,2020-12-21
val,240,2020-12-22
val,241,2020-12-23
val,242,2020-12-24
val,243,2020-12-28
val,244,2020-12-29
val,245,2020-12-30
test,0,2022-01-11
test,1,2022-01-12
test,2,2022-01-13
test,3,2022-01-14
test,4,2022-01-18
test,5,2022-01-19
test,6,2022-01-20
test,7,2022-01-21
test,8,2022-01-24
test,9,2022-01-25
test,10,2022-01-26
test,11,2022-01-27
test,12,2022-01-28
test,13,2022-01-31
test,14,2022-02-01
test,15,2022-02-02
test,16,2022-02-03
test,17,2022-02-04
test,18,2022-02-07
test,19,2022-02-08
test,20,2022-02-09
test,21,2022-02-10
test,22,2022-02-11
test,23,2022-02-14
test,24,2022-02-15
test,25,2022-02-16
test,26,2022-02-17
test,27,2022-02-18
test,28,2022-02-22
test,29,2022-02-23
test,30,2022-02-24
test,31,2022-02-25
test,32,2022-02-28
test,33,2022-03-01
test,34,2022-03-02
test,35,2022-03-03
test,36,2022-03-04
test,37,2022-03-07
test,38,2022-03-08
test,39,2022-03-09
test,40,2022-03-10
test,41,2022-03-11
test,42,2022-03-14
test,43,2022-03-15
test,44,2022-03-16
test,45,2022-03-17
test,46,2022-03-18
test,47,2022-03-21
test,48,2022-03-22
test,49,2022-03-23
test,50,2022-03-24
test,51,2022-03-25
test,52,2022-03-28
test,53,2022-03-29
test,54,2022-03-30
test,55,2022-03-31
test,56,2022-04-01
test,57,2022-04-04
test,58,2022-04-05
test,59,2022-04-06
test,60,2022-04-07
test,61,2022-04-08
test,62,2022-04-11
test,63,2022-04-12
test,64,2022-04-13
test,65,2022-04-14
test,66,2022-04-18
test,67,2022-04-19
test,68,2022-04-20
test,69,2022-04-21
test,70,2022-04-22
test,71,2022-04-25
test,72,2022-04-26
test,73,2022-04-27
test,74,2022-04-28
test,75,2022-04-29
test,76,2022-05-02
test,77,2022-05-03
test,78,2022-05-04
test,79,2022-05-05
test,80,2022-05-06
test,81,2022-05-09
test,82,2022-05-10
test,83,2022-05-11
test,84,2022-05-12
test,85,2022-05-13
test,86,2022-05-16
test,87,2022-05-17
test,88,2022-05-18
test,89,2022-05-19
test,90,2022-05-20
test,91,2022-05-23
test,92,2022-05-24
test,93,2022-05-25
test,94,2022-05-26
test,95,2022-05-27
test,96,2022-05-31
test,97,2022-06-01
test,98,2022-06-02
test,99,2022-06-03
test,100,2022-06-06
test,101,2022-06-07
test,102,2022-06-08
test,103,2022-06-09
test,104,2022-06-10
test,105,2022-06-13
test,106,2022-06-14
test,107,2022-06-15
test,108,2022-06-16
test,109,2022-06-17
test,110,2022-06-21
test,111,2022-06-22
test,112,2022-06-23
test,113,2022-06-24
test,114,2022-06-27
test,115,2022-06-28
test,116,2022-06-29
test,117,2022-06-30
test,118,2022-07-01
test,119,2022-07-05
test,120,2022-07-06
test,121,2022-07-07
test,122,2022-07-08
test,123,2022-07-11
test,124,2022-07-12
test,125,2022-07-13
test,126,2022-07-14
test,127,2022-07-15
test,128,2022-07-18
test,129,2022-07-19
test,130,2022-07-20
test,131,2022-07-21
test,132,2022-07-22
test,133,2022-07-25
test,134,2022-07-26
test,135,2022-07-27
test,136,2022-07-28
test,137,2022-07-29
test,138,2022-08-01
test,139,2022-08-02
test,140,2022-08-03
test,141,2022-08-04
test,142,2022-08-05
test,143,2022-08-08
test,144,2022-08-09
test,145,2022-08-10
test,146,2022-08-11
test,147,2022-08-12
test,148,2022-08-15
test,149,2022-08-16
test,150,2022-08-17
test,151,2022-08-18
test,152,2022-08-19
test,153,2022-08-22
test,154,2022-08-23
test,155,2022-08-24
test,156,2022-08-25
test,157,2022-08-26
test,158,2022-08-29
test,159,2022-08-30
test,160,2022-08-31
test,161,2022-09-01
test,162,2022-09-02
test,163,2022-09-06
test,164,2022-09-07
test,165,2022-09-08
test,166,2022-09-09
test,167,2022-09-12
test,168,2022-09-13
test,169,2022-09-14
test,170,2022-09-15
test,171,2022-09-16
test,172,2022-09-19
test,173,2022-09-20
test,174,2022-09-21
test,175,2022-09-22
test,176,2022-09-23
test,177,2022-09-26
test,178,2022-09-27
test,179,2022-09-28
test,180,2022-09-29
test,181,2022-09-30
test,182,2022-10-03
test,183,2022-10-04
test,184,2022-10-05
test,185,2022-10-06
test,186,2022-10-07
test,187,2022-10-10
test,188,2022-10-11
test,189,2022-10-12
test,190,2022-10-13
test,191,2022-10-14
test,192,2022-10-17
test,193,2022-10-18
test,194,2022-10-19
test,195,2022-10-20
test,196,2022-10-21
test,197,2022-10-24
test,198,2022-10-25
test,199,2022-10-26
test,200,2022-10-27
